nom,SIREN,COG,type,population,tranche_pop,adresse_courriel,telephone,site_internet
Savigné-sur-Lathan,213702418,37241,COM,1384,1000 ≤ hab < 3500,mairie-de-savigne@wanadoo.fr,02 47 24 22 33,http://www.savignesurlathan.fr
Savigny-en-Véron,213702426,37242,COM,1573,1000 ≤ hab < 3500,secretariat@mairie-savignyenveron.fr,02 47 58 81 12,http://www.mairie-savignyenveron.fr
Savonnières,213702434,37243,COM,3236,1000 ≤ hab < 3500,mairie@savonnieres.fr,02 47 43 53 63,http://www.savonnieres.fr
Sazilly,213702442,37244,COM,249,hab < 1000,,,
Semblançay,213702459,37245,COM,2227,1000 ≤ hab < 3500,mairie@semblancay.fr,02 47 29 86 86,http://www.semblancay.com
Sennevières,213702467,37246,COM,214,hab < 1000,,,
Sepmes,213702475,37247,COM,645,hab < 1000,secretariat@mairie-sepmes.fr,02 47 65 44 66,http://www.mairiedesepmes.fr
Seuilly,213702483,37248,COM,367,hab < 1000,mairie.seuilly@orange.fr,02 47 95 90 35,http://www.seuilly.fr
Sonzay,213702491,37249,COM,1415,1000 ≤ hab < 3500,mairiedesonzay@orange.fr,02 47 24 70 19,http://www.sonzay.fr
Sorigny,213702509,37250,COM,2654,1000 ≤ hab < 3500,mairie@sorigny.fr,02 47 34 27 70,http://www.sorigny.fr
Souvigné,213702517,37251,COM,856,hab < 1000,mairie.souvigne@wanadoo.fr,02 47 24 73 02,http://www.mairie-souvigne.fr
Souvigny-de-Touraine,213702525,37252,COM,394,hab < 1000,mairie@souvignydetouraine.fr,02 47 57 27 06,https://www.souvignydetouraine.fr 
Sublaines,213702533,37253,COM,203,hab < 1000,,,
Tauxigny-Saint-Bauld,200076297,37254,COM,1701,1000 ≤ hab < 3500,mairie@tauxignysaintbauld.fr,02 47 92 18 02,http://www.tauxigny.fr
Tavant,213702558,37255,COM,266,hab < 1000,mairie@tavant.fr,02 47 58 58 01,http://www.communedetavant.fr
Theneuil,213702566,37256,COM,301,hab < 1000,,,
Thilouze,213702574,37257,COM,1712,1000 ≤ hab < 3500,thilouze@wanadoo.fr,02 47 26 87 41,http://www.thilouze.com
Thizay,213702582,37258,COM,285,hab < 1000,communedethizay@wanadoo.fr,02 47 95 90 27,http://www.cc-cvl.fr
Tournon-Saint-Pierre,213702590,37259,COM,468,hab < 1000,mairie@tournonstpierre.fr,02 54 37 50 02,http://www.tournonsaintpierre.fr
La Tour-Saint-Gelin,213702608,37260,COM,536,hab < 1000,mairiedelatoursaintgelin@orange.fr,02 47 58 30 35,http://www.latoursaintgelin.com
Tours,213702616,37261,COM,139963,100.000 ≤ hab < 500.000,webmestre@ville-tours.fr,02 47 21 60 00,http://www.tours.fr
Trogues,213702624,37262,COM,321,hab < 1000,mairie-trogues@wanadoo.fr,02 47 58 53 68,http://www.trogues.fr
Truyes,213702632,37263,COM,2463,1000 ≤ hab < 3500,contact@mairie-truyes.fr,02 47 43 40 81,http://www.mairie-truyes.fr
Vallères,213702640,37264,COM,1249,1000 ≤ hab < 3500,secretariat@mairiedevalleres.fr,02 47 45 45 44,http://mairievalleres.wix.com/mairiedevalleres
Varennes,213702657,37265,COM,250,hab < 1000,mairie.de.varennes-37@wanadoo.fr,02 47 59 04 32,http://www.mairie-varennes37.fr
Veigné,213702665,37266,COM,6316,3500 ≤ hab < 10.000,lemaire@veigne.fr,02 47 34 36 36,http://www.mairie-veigne.com
Véretz,213702673,37267,COM,4592,3500 ≤ hab < 10.000,mairie@veretz.com,02 47 35 70 00,http://www.veretz.com
Verneuil-le-Château,213702681,37268,COM,129,hab < 1000,,,
Verneuil-sur-Indre,213702699,37269,COM,508,hab < 1000,,,
Vernou-sur-Brenne,213702707,37270,COM,2747,1000 ≤ hab < 3500,mairiedevernou@wanadoo.fr,02 47 52 10 35,http://www.vernou-sur-brenne.fr
Villaines-les-Rochers,213702715,37271,COM,1071,1000 ≤ hab < 3500,,,
Villandry,213702723,37272,COM,1128,1000 ≤ hab < 3500,accueil.villandry@orange.fr,02 47 50 02 08,http://www.villandry.fr
La Ville-aux-Dames,213702731,37273,COM,5605,3500 ≤ hab < 10.000,secretariat@ville-aux-dames.com,02 47 44 36 46,http://www.ville-aux-dames.com
Villebourg,213702749,37274,COM,299,hab < 1000,,,
Villedômain,213702756,37275,COM,119,hab < 1000,commune.villedomain.com@orange.fr,02 47 92 62 65,http://www.villedomain.com
Villedômer,213702764,37276,COM,1416,1000 ≤ hab < 3500,mairie@villedomer.fr,02 47 55 00 04,http://www.villedomer.fr
Villeloin-Coulangé,213702772,37277,COM,630,hab < 1000,mairie.villeloin@wanadoo.fr,02 47 92 61 19,https://www.villeloin-coulange.fr
Villeperdue,213702780,37278,COM,1019,1000 ≤ hab < 3500,mairie@villeperdue.fr,02 47 26 08 07,http://www.villeperdue.fr
Villiers-au-Bouin,213702798,37279,COM,764,hab < 1000,,,
Vou,213702806,37280,COM,211,hab < 1000,,,
Vouvray,213702814,37281,COM,3309,1000 ≤ hab < 3500,mairie@vouvray.fr,02 47 52 70 48,http://www.vouvray.fr
Yzeures-sur-Creuse,213702822,37282,COM,1428,1000 ≤ hab < 3500,,,
Les Abrets en Dauphiné,200060127,38001,COM,6391,3500 ≤ hab < 10.000,accueil@les-abrets-en-dauphine.fr,04 76 32 04 80,http://www.les-abrets-en-dauphine.fr
Les Adrets,213800022,38002,COM,1026,1000 ≤ hab < 3500,contact@lesadrets.fr,04 76 71 06 93,http://www.lesadrets.fr
Agnin,213800030,38003,COM,1111,1000 ≤ hab < 3500,mairie.agnin@wanadoo.fr,04 74 84 07 40,https://www.agnin.fr
L'Albenc,213800048,38004,COM,1230,1000 ≤ hab < 3500,mairie@albenc.fr,04 76 64 74 16,http://www.albenc.fr
Allemond,213800055,38005,COM,1009,1000 ≤ hab < 3500,mairie@allemond.fr,04 76 80 70 30,http://www.allemond.fr
Allevard,213800063,38006,COM,4249,3500 ≤ hab < 10.000,contact@allevard.fr,04 76 97 50 24,http://www.allevard.fr
Ambel,213800089,38008,COM,25,hab < 1000,,,
Anjou,213800097,38009,COM,1030,1000 ≤ hab < 3500,mairie.anjou@wanadoo.fr,04 74 84 01 17,http://www.commune-anjou.fr
Annoisin-Chatelans,213800105,38010,COM,694,hab < 1000,annoisin-chatelans@wanadoo.fr,04 74 83 80 76,http://www.annoisin-chatelans.wix.com/annoisin-chatelans
Anthon,213800113,38011,COM,1061,1000 ≤ hab < 3500,contact@mairie-anthon.fr,04 78 32 13 22,http://www.mairie-anthon.fr
Aoste,213800121,38012,COM,2913,1000 ≤ hab < 3500,accueil@mairie-aoste.org,04 76 31 61 57,https://www.mairie-aoste.org
Apprieu,213800139,38013,COM,3342,1000 ≤ hab < 3500,accueil@apprieu.fr,04 76 65 10 13,http://www.apprieu.fr
Artas,213800154,38015,COM,1851,1000 ≤ hab < 3500,mairie@artas-mairie.fr,04 74 58 73 31,http://www.artas-mairie.fr
Assieu,213800170,38017,COM,1458,1000 ≤ hab < 3500,contact@mairie-assieu.com,04 74 84 42 57,http://www.mairie-assieu.com
Auberives-en-Royans,213800188,38018,COM,399,hab < 1000,mairie.auberivesenroyans@wanadoo.fr,04 76 36 03 76,http://www.auberives-en-royans.fr
Auberives-sur-Varèze,213800196,38019,COM,1510,1000 ≤ hab < 3500,mairie.auberivessurvareze@orange.fr,04 74 84 90 13,http://www.auberives-sur-vareze.fr
Auris,213800204,38020,COM,201,hab < 1000,accueil@mairie-auris.fr,04 76 80 06 04,http://www.mairie-auris.fr
Les Avenières Veyrins-Thuellin,200058444,38022,COM,7854,3500 ≤ hab < 10.000,mairie@lesavenieres.fr,04 74 33 61 87,http://www.lesavenieres.fr
Avignonet,213800238,38023,COM,199,hab < 1000,avignonet.mairie@wanadoo.fr,04 76 34 06 72,https://www.avignonet38.fr
La Balme-les-Grottes,213800261,38026,COM,1054,1000 ≤ hab < 3500,mairie@labalmelesgrottes.com,04 74 90 60 49,http://www.labalmelesgrottes.com
Barraux,213800279,38027,COM,1940,1000 ≤ hab < 3500,accueilmairie@mairie-barraux.fr,04 76 97 37 17,http://www.mairie-barraux.fr
La Bâtie-Montgascon,213800295,38029,COM,1943,1000 ≤ hab < 3500,mairie@batie-montgascon.com,04 74 88 81 80,http://www.batie-montgascon.com
Beaucroissant,213800303,38030,COM,1690,1000 ≤ hab < 3500,accueil.mairie@beaucroissant.fr,04 76 65 24 10,http://www.beaucroissant.com
Beaufin,213800311,38031,COM,20,hab < 1000,,,
Beaufort,213800329,38032,COM,567,hab < 1000,commune.beaufort38@wanadoo.fr,04 74 84 63 00,http://www.beaufort38.fr
Beaulieu,213800337,38033,COM,646,hab < 1000,beaulieu38@wanadoo.fr,04 76 36 71 97,https://www.mairiedebeaulieu.fr/
Beaurepaire,213800345,38034,COM,5007,3500 ≤ hab < 10.000,mairie@ville-beaurepaire.fr,04 74 79 22 60,http://www.ville-beaurepaire.fr
Beauvoir-de-Marc,213800352,38035,COM,1148,1000 ≤ hab < 3500,contact@beauvoir-de-marc.com,04 74 58 78 88,http://www.beauvoir-de-marc.com
Beauvoir-en-Royans,213800360,38036,COM,93,hab < 1000,,,
Bellegarde-Poussieu,213800378,38037,COM,1011,1000 ≤ hab < 3500,mairie.bellegarde-poussieu@entre-bievreetrhone.fr,04 74 84 84 11,http://www.bellegarde-poussieu.fr
Belmont,213800386,38038,COM,601,hab < 1000,,,
Bernin,213800394,38039,COM,3202,1000 ≤ hab < 3500,mairie@bernin.fr,04 76 92 07 40,http://www.bernin.fr
Besse,213800402,38040,COM,133,hab < 1000,mairie.besse38@orange.fr,04 76 80 25 80,http://www.besse-en-oisans.com
Bessins,213800410,38041,COM,122,hab < 1000,mairie.bessins@orange.fr,04 76 64 11 42,http://www.bessins.fr
Bévenais,213800428,38042,COM,1030,1000 ≤ hab < 3500,mairie@bevenais.fr,04 76 55 80 98,http://www.bevenais.fr
Bilieu,213800436,38043,COM,1571,1000 ≤ hab < 3500,mairie@ville-bilieu.fr,04 76 06 62 41,http://www.mairie-bilieu.fr
Biol,213800444,38044,COM,1466,1000 ≤ hab < 3500,mairie@biol.fr,04 74 92 20 44,http://www.biol.fr
Biviers,213800451,38045,COM,2431,1000 ≤ hab < 3500,contact@mairie-biviers.fr,04 76 52 10 45,http://www.mairie-biviers.fr
Bizonnes,213800469,38046,COM,955,hab < 1000,mairie.bizonnes@wanadoo.fr,04 74 92 21 82,http://www.bizonnes.fr
Blandin,213800477,38047,COM,147,hab < 1000,,,
Bonnefamille,213800485,38048,COM,1124,1000 ≤ hab < 3500,mairie@bonnefamille.com,04 74 96 45 09,http://www.bonnefamille.com
Bossieu,213800493,38049,COM,298,hab < 1000,mairie.bossieu@wanadoo.fr,04 74 54 20 94,http://www.bossieu.fr
Le Bouchage,213800501,38050,COM,633,hab < 1000,mairie.bouchage@wanadoo.fr,04 74 80 03 42,http://www.lebouchage.fr
Bougé-Chambalud,213800519,38051,COM,1410,1000 ≤ hab < 3500,mairiebougechambalud@orange.fr,04 74 84 00 06,http://www.bouge-chambalud.fr
Le Bourg-d'Oisans,213800527,38052,COM,3373,1000 ≤ hab < 3500,accueil@mairie-bourgdoisans.fr,04 76 11 12 50,http://www.mairie-bourgdoisans.fr
Bourgoin-Jallieu,213800535,38053,COM,28399,10.000 ≤ hab < 100.000,affaires.generales@bourgoinjallieu.fr,04 74 93 00 54,http://www.bourgoinjallieu.fr
Bouvesse-Quirieu,213800543,38054,COM,1538,1000 ≤ hab < 3500,accueil.mairie@bouvessequirieu.fr,04 74 88 52 29,http://www.bouvessequirieu.fr
Brangues,213800550,38055,COM,629,hab < 1000,mairiebrangues2@wanadoo.fr,04 74 80 13 19,http://www.brangues.fr
Bressieux,213800568,38056,COM,94,hab < 1000,,,
Bresson,213800576,38057,COM,699,hab < 1000,mairie.bresson@wanadoo.fr,04 76 25 26 61,http://www.village-de-bresson.fr
Brézins,213800584,38058,COM,2106,1000 ≤ hab < 3500,commune@brezins.fr,04 76 65 42 04,http://www.brezins.fr
Brié-et-Angonnes,213800592,38059,COM,2595,1000 ≤ hab < 3500,accueil@brie-et-angonnes.fr,04 76 73 63 35,http://www.brie-et-angonnes.fr
Brion,213800600,38060,COM,146,hab < 1000,mairie.brion38@wanadoo.fr,09 75 54 59 92,http://www.brion38.fr
La Buisse,213800618,38061,COM,3200,1000 ≤ hab < 3500,mairie-de-la-buisse@labuisse.fr,04 76 55 00 78,http://www.labuisse.fr
La Buissière,213800626,38062,COM,684,hab < 1000,contact@mairie-la-buissiere.fr,04 76 97 32 13,http://www.mairie-la-buissiere.fr
Burcin,213800634,38063,COM,430,hab < 1000,mairie.burcin@wanadoo.fr,04 76 65 00 90,http://www.burcin.fr
Cessieu,213800642,38064,COM,3012,1000 ≤ hab < 3500,mairie@cessieu.fr,04 74 88 31 76,http://www.cessieu.fr
Châbons,213800659,38065,COM,2144,1000 ≤ hab < 3500,accueil.mairie@chabons.fr,04 76 65 00 10,http://www.chabons.fr
Chalon,213800667,38066,COM,183,hab < 1000,mairie.chalon@entre-bievreetrhone.fr,04 74 57 81 06,http://www.mairie-chalon-38.fr
Chamagnieu,213800675,38067,COM,1687,1000 ≤ hab < 3500,mairie@chamagnieu.com,04 74 90 27 94,http://www.chamagnieu.com
Champagnier,213800683,38068,COM,1265,1000 ≤ hab < 3500,mairie@champagnier.fr,04 76 98 08 83,http://www.champagnier.fr
Champier,213800691,38069,COM,1412,1000 ≤ hab < 3500,secretariat@commune-champier.fr,04 74 54 46 32,http://www.champier.fr
Le Champ-près-Froges,213800709,38070,COM,1223,1000 ≤ hab < 3500,lechamp.mairie@laposte.net,04 76 71 44 73,http://www.lechamppresfroges.fr
Champ-sur-Drac,213800717,38071,COM,3054,1000 ≤ hab < 3500,accueil@ville-champsurdrac.fr,04 76 68 88 57,http://www.ville-champsurdrac.fr
Chanas,213800725,38072,COM,2623,1000 ≤ hab < 3500,contact@mairie-chanas.fr,04 74 84 33 77,http://www.mairie-chanas.fr
Chantepérier,200086452,38073,COM,213,hab < 1000,mairie.chanteperier38@orange.fr,04 76 30 27 23,http://www.mairie-chantelouve.fr
Chantesse,213800741,38074,COM,334,hab < 1000,mairie.chantesse@wanadoo.fr,04 76 64 73 94,http://www.chantesse.fr
Chapareillan,213800758,38075,COM,3073,1000 ≤ hab < 3500,accueilmairie@chapareillan.fr,04 76 45 22 20,http://www.chapareillan.fr
La Chapelle-de-la-Tour,213800766,38076,COM,1818,1000 ≤ hab < 3500,secretariat@lachapelledelatour.fr,04 74 97 15 91,http://www.lachapelledelatour.fr
La Chapelle-de-Surieu,213800774,38077,COM,767,hab < 1000,mairie.lachapelledesurieu@entre-bievreetrhone.fr,04 74 84 44 40,http://bienvivrealachapelle.over-blog.com
La Chapelle-du-Bard,213800782,38078,COM,572,hab < 1000,chapelledubard@wanadoo.fr,04 76 97 53 53,https://lachapelledubard.wordpress.com
Charancieu,213800808,38080,COM,780,hab < 1000,mairie.charancieu@paysvoironnais.com,04 76 32 07 56,http://www.mairie-charancieu.fr
Charantonnay,213800816,38081,COM,1927,1000 ≤ hab < 3500,mairie@charantonnay.fr,04 74 59 01 42,http://www.charantonnay.fr
Charavines,213800824,38082,COM,1997,1000 ≤ hab < 3500,mairie@mairie-charavines.fr,04 76 06 60 09,http://www.mairie-charavines.fr
Charette,213800832,38083,COM,471,hab < 1000,,,
Charnècles,213800840,38084,COM,1501,1000 ≤ hab < 3500,accueil@ville-charnecles.fr,04 76 91 07 29,http://www.charnecles.fr
Charvieu-Chavagneux,213800857,38085,COM,9371,3500 ≤ hab < 10.000,,04 72 46 19 80,http://www.charvieu-chavagneux.fr
Chasselay,213800865,38086,COM,419,hab < 1000,chasselay38.mairie@orange.fr,04 76 64 23 10,http://www.chasselay.sud-gresivaudan.org
Chasse-sur-Rhône,213800873,38087,COM,6108,3500 ≤ hab < 10.000,accueil.mairie@chasse-sur-rhone.fr,04 72 24 48 00,https://www.chasse-sur-rhone.fr
Chassignieu,213800899,38089,COM,231,hab < 1000,,,
Château-Bernard,213800907,38090,COM,277,hab < 1000,mairie.chateaubernard@orange.fr,04 76 34 05 07,http://col-de-larzelier.wixsite.com/chateaubernard
Châteauvilain,213800915,38091,COM,723,hab < 1000,mairie-chateauvillain@wanadoo.fr,04 74 92 00 09,http://www.chateauvilain38.fr
Châtelus,213800923,38092,COM,90,hab < 1000,,,
Châtenay,213800931,38093,COM,448,hab < 1000,mairie.chatenay@wanadoo.fr,04 74 20 09 82,http://www.mairie-chatenay-38.fr
Châtonnay,213800949,38094,COM,2137,1000 ≤ hab < 3500,mairie@chatonnay.fr,04 74 58 36 17,https://www.chatonnay.fr
Chatte,213800956,38095,COM,2701,1000 ≤ hab < 3500,mairie@commune-chatte.fr,04 76 38 45 30,http://www.commune-chatte.fr
Chavanoz,213800972,38097,COM,4669,3500 ≤ hab < 10.000,chavanoz.commune@orange.fr,04 78 32 23 31,http://www.ville-chavanoz.fr
Chélieu,213800980,38098,COM,688,hab < 1000,mairie.chelieu@wanadoo.fr,04 74 88 24 27,http://www.chelieu.fr
Chevrières,213800998,38099,COM,735,hab < 1000,mairie.chevrieres38@orange.fr,04 76 64 10 56,http://www.chevrieres.fr
Le Cheylas,213801004,38100,COM,2628,1000 ≤ hab < 3500,mairie@lecheylas.fr,04 76 71 71 90,http://www.ville-le-cheylas.fr
Cheyssieu,213801012,38101,COM,1048,1000 ≤ hab < 3500,mairie.cheyssieu@wanadoo.fr,04 74 84 92 07,http://www.cheyssieu.fr
Chèzeneuve,213801020,38102,COM,565,hab < 1000,mairie.chezeneuve@wanadoo.fr,04 74 28 21 24,http://www.chezeneuve.fr
Chichilianne,213801038,38103,COM,297,hab < 1000,mairie.chichilianne38@orange.fr,04 76 34 40 13,http://www.chichilianne.fr
Chimilin,213801046,38104,COM,1508,1000 ≤ hab < 3500,mairie@chimilin.fr,04 76 31 63 62,http://www.chimilin.fr
Chirens,213801053,38105,COM,2378,1000 ≤ hab < 3500,mairie@chirens.fr,04 76 35 20 28,http://www.chirens.fr
Cholonge,213801061,38106,COM,329,hab < 1000,accueil@mairiedecholonge.fr,04 76 83 91 27,https://cholonge.fr
Chonas-l'Amballan,213801079,38107,COM,1727,1000 ≤ hab < 3500,secretariat@chonaslamballan.fr,04 74 58 81 48,http://www.mairie-chonaslamballan.fr
Choranche,213801087,38108,COM,122,hab < 1000,mairie.dechoranche@wanadoo.fr,04 76 36 01 65,http://www.mairiedechoranche.fr
Chozeau,213801095,38109,COM,1073,1000 ≤ hab < 3500,accueil.mairie@mairie-chozeau.fr,04 74 90 21 09,http://www.chozeau.com
Chuzelles,213801103,38110,COM,2093,1000 ≤ hab < 3500,mairie@chuzelles.fr,04 74 57 90 97,https://chuzelles.fr 
Claix,213801111,38111,COM,8227,3500 ≤ hab < 10.000,direction.generale@ville-claix.fr,04 76 98 15 36,http://www.ville-claix.fr
Clavans-en-Haut-Oisans,213801129,38112,COM,106,hab < 1000,mairieclavanshtoisans@orange.fr,04 76 80 11 73,http://clavans-en-oisans.com
Clelles,213801137,38113,COM,563,hab < 1000,mairie.clelles@wanadoo.fr,04 76 34 40 89,http://www.clelles-en-trieves.fr
Clonas-sur-Varèze,213801145,38114,COM,1492,1000 ≤ hab < 3500,commune@clonas.fr,04 74 84 91 44,http://www.clonas.fr
Saint-Martin-de-la-Cluze,213801152,38115,COM,730,hab < 1000,mairie.smdlc@wanadoo.fr,04 76 72 52 91,https://www.saintmartindelacluze.fr
Cognet,213801160,38116,COM,43,hab < 1000,,,
Cognin-les-Gorges,213801178,38117,COM,648,hab < 1000,mairie.cognin-les-gorges@wanadoo.fr,04 76 38 31 31,http://www.cognin-les-gorges.sud-gresivaudan.org
Colombe,213801186,38118,COM,1582,1000 ≤ hab < 3500,mairie.colombe@wanadoo.fr,04 76 55 81 98,http://www.colombe.fr
La Combe-de-Lancey,213801202,38120,COM,716,hab < 1000,mairie@lacombedelancey.fr,04 76 71 40 96,http://www.mairiedelacombedelancey.com
Corbelin,213801244,38124,COM,2275,1000 ≤ hab < 3500,accueil@corbelin.fr,04 74 83 72 00,http://www.corbelin.fr
Corenc,213801269,38126,COM,4123,3500 ≤ hab < 10.000,lemaire@ville-corenc.fr,04 76 18 50 00,http://www.ville-corenc.fr
Cornillon-en-Trièves,213801277,38127,COM,172,hab < 1000,mairie.cornillon-en-trieves@wanadoo.fr,04 76 34 96 16,http://www.cornillon-en-trieves.fr
Corps,213801285,38128,COM,488,hab < 1000,mairie@villedecorps.fr,04 76 30 00 31,http://villedecorps.fr
Corrençon-en-Vercors,213801293,38129,COM,366,hab < 1000,mairie@correncon-en-vercors.fr,04 76 95 82 88,http://www.correncon-en-vercors.fr
La Côte-Saint-André,213801301,38130,COM,5107,3500 ≤ hab < 10.000,contact@lacotesaintandre.fr,04 74 20 53 99,http://www.lacotesaintandre.fr
Les Côtes-d'Arey,213801319,38131,COM,2077,1000 ≤ hab < 3500,secretariat@lescotesdarey.fr,04 74 58 81 08,http://www.lescotesdarey.fr
Les Côtes-de-Corps,213801327,38132,COM,71,hab < 1000,,,
Coublevie,213801335,38133,COM,5080,3500 ≤ hab < 10.000,accueil@coublevie.fr,04 76 05 15 39,http://www.coublevie.fr
Cour-et-Buis,213801343,38134,COM,870,hab < 1000,mairie.couretbuis@entre-bievreetrhone.fr,04 74 59 25 13,http://www.couretbuis.fr
Courtenay,213801350,38135,COM,1297,1000 ≤ hab < 3500,mairiecourtenay@wanadoo.fr,04 74 80 82 47,http://www.courtenay38.fr
Crachier,213801368,38136,COM,516,hab < 1000,mairie.crachier@wanadoo.fr,04 74 28 43 18,https://www.crachier.fr
Cras,213801376,38137,COM,456,hab < 1000,mairie.cras@laposte.net,04 76 07 94 10,http://www.cras38.fr
Crémieu,213801384,38138,COM,3360,1000 ≤ hab < 3500,ville.cremieu@wanadoo.fr,04 74 90 70 92,http://www.ville-cremieu.fr
Creys-Mépieu,213801392,38139,COM,1542,1000 ≤ hab < 3500,mairie@creys-mepieu.com,04 74 97 72 86,http://www.creys-mepieu.com
Crolles,213801400,38140,COM,8554,3500 ≤ hab < 10.000,bienvenue@ville-crolles.fr,04 76 08 04 54,http://www.ville-crolles.fr
Culin,213801418,38141,COM,762,hab < 1000,mairie@culin.fr,04 74 92 00 12,http://www.culin.fr
Diémoz,213801442,38144,COM,2738,1000 ≤ hab < 3500,mairie-diemoz@wanadoo.fr,04 78 96 20 08,http://www.mairie-diemoz.fr
Dizimieu,213801467,38146,COM,855,hab < 1000,secretariat.dizimieu@orange.fr,04 74 90 72 39,http://www.dizimieu.com
Doissin,213801475,38147,COM,912,hab < 1000,secretariat-mairie@doissin.fr,04 74 92 33 66,http://www.doissin.fr
Dolomieu,213801483,38148,COM,3193,1000 ≤ hab < 3500,mairie@dolomieu.fr,04 74 88 01 76,http://www.dolomieu.fr
Domarin,213801491,38149,COM,1643,1000 ≤ hab < 3500,mairie@domarin.fr,04 74 93 18 67,http://www.domarin.fr
Domène,213801509,38150,COM,6817,3500 ≤ hab < 10.000,info@mairie-domene.fr,04 76 77 23 81,http://www.ville-domene.fr
Eclose-Badinières,200049815,38152,COM,1432,1000 ≤ hab < 3500,mairie@eclose-badinieres.fr,04 74 92 00 21,http://www.eclose-badinieres.fr
Engins,213801533,38153,COM,479,hab < 1000,mairie@engins.fr,04 76 94 49 13,http://www.engins.fr
Entraigues,213801541,38154,COM,236,hab < 1000,,,
Entre-deux-Guiers,213801558,38155,COM,1737,1000 ≤ hab < 3500,mairie@entredeuxguiers.fr,04 76 66 05 05,http://www.entredeuxguiers.fr
Les Éparres,213801566,38156,COM,1019,1000 ≤ hab < 3500,secretariat@mairieleseparres.fr,04 74 92 01 60,http://www.leseparres.fr
Estrablin,213801574,38157,COM,3414,1000 ≤ hab < 3500,mairie@estrablin.fr,04 74 59 44 00,http://www.estrablin.fr
Eybens,213801582,38158,COM,10522,10.000 ≤ hab < 100.000,sg@eybens.fr,04 76 60 76 00,http://www.eybens.fr
Eydoche,213801590,38159,COM,543,hab < 1000,mairie.eydoche38690@orange.fr,04 76 55 81 81,http://www.eydoche.com
Eyzin-Pinet,213801608,38160,COM,2344,1000 ≤ hab < 3500,contact@eyzin-pinet.fr,04 74 58 47 14,http://www.eyzin-pinet.fr
Faramans,213801616,38161,COM,1045,1000 ≤ hab < 3500,mairie.faramans@gmail.com,04 74 54 22 97,http://www.faramans.fr
Faverges-de-la-Tour,213801624,38162,COM,1430,1000 ≤ hab < 3500,secretariat@faverges-tour.fr,04 74 88 80 86,http://www.faverges-tour.fr
Le Haut-Bréda,200086437,38163,COM,415,hab < 1000,mairie@lehautbreda.fr,04 76 97 50 94,http://www.lehautbreda.fr
