nom,SIREN,type,code_region,code_departement,population,tranche_pop,adresse_courriel,telephone,site_internet
CC Vallons de Haute-Bretagne Communauté,200043990,CC,53,35,44211,10.000 ≤ hab < 100.000,accueil@vallonsdehautebretagne.fr,02 99 57 03 80,http://www.vallons-de-haute-bretagne-communaute.fr
CC Vendée Grand Littoral,200071900,CC,52,85,34117,10.000 ≤ hab < 100.000,,,
"CC Vendée,Sèvre,Autise",248500563,CC,52,85,16682,10.000 ≤ hab < 100.000,,,
CC Ventoux Sud,200035723,CC,"84,93","26,84",9564,3500 ≤ hab < 10.000,,,
CC Vexin Centre,200035970,CC,11,95,25314,10.000 ≤ hab < 100.000,,,
CC Vézère-Monédières-Millesources,200066645,CC,75,19,5207,3500 ≤ hab < 10.000,contact@ccv2m.fr,05 55 73 45 92,http://www.ccv2m.fr
CC Vienne et Gartempe,200070043,CC,75,86,40803,10.000 ≤ hab < 100.000,,,
CC Vierzon-Sologne-Berry,200090561,CC,24,18,34718,10.000 ≤ hab < 100.000,contact@cc-vierzon.fr,02 48 71 35 78,http://www.cc-vierzon.fr
CC Xaintrie Val'Dordogne,200066751,CC,75,19,12013,10.000 ≤ hab < 100.000,accueil@xaintrie-val-dordogne.fr,05 55 91 01 75,http://www.xaintrie-val-dordogne.fr
CC Yonne Nord,248900896,CC,27,89,25040,10.000 ≤ hab < 100.000,,,
CC Yvetot Normandie,247600620,CC,28,76,27801,10.000 ≤ hab < 100.000,contact@yvetot-normandie.fr,02 35 56 14 14,http://www.yvetot-normandie.fr
CU Caen la Mer,200065597,CU,28,14,271472,100.000 ≤ hab < 500.000,caenlamer@caenlamer.fr,02 31 39 40 00,http://www.caenlamer.fr
CU d'Alençon,246100663,CU,"28,52","61,72",58699,10.000 ≤ hab < 100.000,cabinet@cu-alencon.fr,02 33 32 40 00,http://www.communaute-urbaine-alencon.fr
CU d'Arras,200033579,CU,32,62,110005,100.000 ≤ hab < 500.000,contact@cu-arras.org,03 21 21 87 00,http://www.cu-arras.fr
CU Le Creusot Montceau-les-Mines,247100290,CU,27,71,97135,10.000 ≤ hab < 100.000,info@creusot-montceau.org,03 85 77 51 51,http://www.creusot-montceau.org
CU Le Mans Métropole,247200132,CU,52,72,210627,100.000 ≤ hab < 500.000,,02 43 47 47 47,http://www.lemans.fr
CU Limoges Métropole,248719312,CU,75,87,212161,100.000 ≤ hab < 500.000,,,
CU Perpignan Méditerranée Métropole,200027183,CU,76,66,272800,100.000 ≤ hab < 500.000,accueil.pmca@perpignan-mediterranee.org,04 68 08 60 00,https://www.perpignanmediterraneemetropole.fr
Dijon Métropole,242100410,MET,27,21,257933,100.000 ≤ hab < 500.000,contact@metropole-dijon.fr,03 80 50 35 35,http://www.metropole-dijon.fr
Est Ensemble,200057875,EPT,11,93,418239,100.000 ≤ hab < 500.000,,,
Grand Paris - Grand Est,200058790,EPT,11,93,397008,100.000 ≤ hab < 500.000,,,
Métropole du Grand Paris,200054781,MET,11,"75,91,92,93,94,95",7090092,hab ≥ 1.000.000,contact@metropolegrandparis.fr,01 82 28 78 00,http://www.metropolegrandparis.fr
Métropole Rouen Normandie,200023414,MET,28,76,499169,100.000 ≤ hab < 500.000,,02 35 52 68 10,http://www.metropole-rouen-normandie.fr
Paris Ouest La Défense,200057982,EPT,11,92,565408,500.000 ≤ hab < 1.000.000,,,
Paris Terres d'Envol,200058097,EPT,11,93,363258,100.000 ≤ hab < 500.000,,,
Paris-Est-Marne et Bois,200057941,EPT,11,94,513459,500.000 ≤ hab < 1.000.000,,,
Plaine Commune,200057867,EPT,11,93,437806,100.000 ≤ hab < 500.000,,,
Vallée Sud Grand Paris,200057966,EPT,11,92,400617,100.000 ≤ hab < 500.000,,,
